hand,name,index,segmentation,depth,pose_estimation
inspire_f1,washing_brush2,5,X,X,X
inspire_f1,washing_brush2,6,X,X,X
inspire_f1,wateringcan,0,X,X,X
inspire_f1,wateringcan,1,X,X,X
inspire_f1,wateringcan,2,X,X,X
inspire_f1,wateringcan,3,X,X,X
inspire_f1,wateringcan,4,X,X,X
inspire_f1,wateringcan,5,X,X,X
inspire_f1,wateringcan,6,X,X,X
inspire_f1,white_candle_holder,0,X,X,X
inspire_f1,white_candle_holder,1,X,X,X
inspire_f1,white_candle_holder,2,X,X,X
inspire_f1,white_candle_holder,3,X,X,X
inspire_f1,white_candle_holder,4,X,X,X
inspire_f1,white_candle_holder,5,X,X,X
inspire_f1,white_hand_shower,0,X,X,X
inspire_f1,white_hand_shower,1,X,X,X
inspire_f1,white_hand_shower,2,X,X,X
inspire_f1,white_hand_shower,3,X,X,X
inspire_f1,white_hand_shower,4,X,X,X
inspire_f1,white_pen_cup,0,X,X,X
inspire_f1,white_pen_cup,1,X,X,X
inspire_f1,white_pen_cup,2,X,X,X
inspire_f1,white_pen_cup,3,X,X,X
inspire_f1,white_pen_cup,4,X,X,X
inspire_f1,white_pen_cup,5,X,X,X
inspire_f1,white_pen_cup,6,X,X,X
inspire_f1,white_soap_dish,0,X,X,X
inspire_f1,white_soap_dish,1,X,X,X
inspire_f1,white_soap_dish,2,X,X,X
inspire_f1,white_soap_dish,3,X,X,X
inspire_f1,white_soap_dish,4,X,X,X
inspire_f1,white_wood_handle_watering_can,0,X,X,X
inspire_f1,white_wood_handle_watering_can,1,X,X,X
inspire_f1,white_wood_handle_watering_can,2,X,X,X
inspire_f1,white_wood_handle_watering_can,3,X,X,X
inspire_f1,white_wood_handle_watering_can,4,X,X,X
inspire_f1,white_wood_handle_watering_can,5,X,X,X
inspire_f1,white_wood_handle_watering_can,6,X,X,X
inspire_f1,white_wood_handle_watering_can,7,X,X,X
inspire_f1,white_wood_handle_watering_can,8,X,X,X
inspire_f1,wipe,0,X,X,X
inspire_f1,wipe,1,X,X,X
inspire_f1,wipe,2,X,X,X
inspire_f1,wipe,3,X,X,X
inspire_f1,wipe,4,X,X,X
inspire_f1,wipe,5,X,X,X
inspire_f1,wipe,6,X,X,X
inspire_f1,wood_dish_rack,0,X,X,X
inspire_f1,wood_dish_rack,1,X,X,X
inspire_f1,wood_dish_rack,2,X,X,X
inspire_f1,wood_dish_rack,3,X,X,X
inspire_f1,wood_dish_rack,4,X,X,X
inspire_f1,wood_dish_rack,5,X,X,X
inspire_f1,wood_dish_rack,6,X,X,X
inspire_f1,wood_organizer,0,X,X,X
inspire_f1,wood_organizer,1,X,X,X
inspire_f1,wood_organizer,2,X,X,X
inspire_f1,wood_organizer,3,X,X,X
inspire_f1,wood_organizer,4,X,X,X
inspire_f1,wood_organizer,5,X,X,X
inspire_f1,wood_organizer,6,X,X,X
inspire_f1,wood_organizer,7,X,X,X
inspire_f1,work_lamp,0,X,X,X
inspire_f1,work_lamp,1,X,X,X
inspire_f1,work_lamp,2,X,X,X
inspire_f1,work_lamp,3,X,X,X
inspire_f1,work_lamp,4,X,X,X
inspire_f1,work_lamp,5,X,X,X
inspire_f1,work_lamp,6,X,X,X
inspire_f1,work_lamp,7,X,X,X
inspire_f1,work_lamp,8,X,X,X
inspire_f1,work_lamp,9,X,X,X
inspire_f1,work_lamp,10,X,X,X
inspire_f1,work_lamp,11,X,X,X
inspire_f1,work_lamp,12,X,X,X
inspire_f1,work_lamp,13,X,X,X
inspire_f1,work_lamp,14,X,X,X
inspire_f1,yellow_funnel,0,X,X,X
inspire_f1,yellow_funnel,1,X,X,X
inspire_f1,yellow_funnel,2,X,X,X
inspire_f1,yellow_funnel,3,X,X,X
inspire_f1,yellow_funnel,4,X,X,X
inspire_f1,yellow_funnel,5,X,X,X
inspire_f1,yellow_funnel,6,X,X,X
inspire_f1,yellow_funnel,7,X,X,X
inspire_f1,yellow_plastic_glass,0,X,X,X
inspire_f1,yellow_plastic_glass,1,X,X,X
inspire_f1,yellow_plastic_glass,2,X,X,X
inspire_f1,yellow_plastic_glass,3,X,X,X
inspire_f1,yellow_plastic_glass,4,X,X,X
inspire_f1,yellow_plastic_glass,5,X,X,X
inspire_f1,yellow_plastic_glass,6,X,X,X
inspire_f1,yellow_wash_tub,0,X,X,X
inspire_f1,yellow_wash_tub,1,X,X,X
inspire_f1,yellow_wash_tub,2,X,X,X
inspire_f1,yellow_wash_tub,3,X,X,X
inspire_f1,yellow_wash_tub,4,X,X,X
